,lat,lon,id,title,start_ts,report_type,severity,lat_long,severity_quadratic,city,anomalous
71896,31.25044,-99.25061,TDwFpYLG5hGCAQnRy13KCQ,Chemical Leak Leaves Some Texas Residents Without Drinking Water,2016-12-20 07:05:09,Public Health,moderate,"(31.250440000000001, -99.250609999999995)",4,Austin,1.0
71900,22.0,79.0,NBARq4LG5hGv3QnRy13KCQ,"Killings in TN police custody go unpunished, says rights group",2016-12-20 07:05:19,Physical Threats,medium,"(22.0, 79.0)",9,Nagpur,1.0
71926,9.05785,7.49508,GF6Ik4LG5hGFgQrRy13KCQ,In Maiduguri 2 female suicide bombers die in failed attack,2016-12-20 07:04:40,Physical Threats,high,"(9.0578500000000002, 7.4950800000000006)",16,Abuja,1.0
71929,52.52437,13.41053,eGz2mILG5hGJVgrRy13KCQ,At least 9 killed after truck ploughs into Berlin Christmas market; suspect arrested,2016-12-20 07:04:49,Crime,moderate,"(52.524369999999998, 13.41053)",4,Berlin,1.0
71935,51.5,10.5,QokaxYLG5hG6qQrRy13KCQ,Multiple people dead and injured in Germany,2016-12-20 07:06:03,Other,moderate,"(51.5, 10.5)",4,Hannover,1.0
71994,52.52437,13.41053,REAwoYLG5hGswtUN+RcZ4Q,"Truck plows into crowded Christmas market; deaths, injuries reported",2016-12-20 07:05:03,Infrastructure,medium,"(52.524369999999998, 13.41053)",9,Berlin,1.0
72025,36.85293,-75.97799,MGJVqoLG5hGtA9UN+RcZ4Q,"Driver, passenger seriously injured in Virginia Beach crash",2016-12-20 07:05:18,Infrastructure,moderate,"(36.852930000000001, -75.977990000000005)",4,"Washington, D.C.",1.0
72043,52.52437,13.41053,hDImEYvG5hGTLQnRy13KCQ,"Breaking News – Berlin Terror Attack: At Least Nine Dead, 50 Injured As Truck Ploughs Into Crowd at Christmas Market",2016-12-20 08:05:27,Infrastructure,medium,"(52.524369999999998, 13.41053)",9,Berlin,1.0
72046,52.52437,13.41053,lKa2FYvG5hGXRgnRy13KCQ,"Truck plows into Berlin market in suspected attack, 9 killed",2016-12-20 08:05:34,Infrastructure,moderate,"(52.524369999999998, 13.41053)",4,Berlin,1.0
72095,52.482073,13.389646,nvR_xYfG5hGLQNQN+RcZ4Q,Police raid abandoned airport-turned refugee shelter in Berlin following attack - Update,2016-12-20 00:00:00,riskline_2,medium,"(52.482073, 13.389645999999999)",9,Berlin,1.0
72145,36.58597,-79.39502,KB8mSYvG5hG7gNMN+RcZ4Q,Driver Killed When Postal Truck Flips on Danville Highway Spilling Packages,2016-12-20 08:07:01,Infrastructure,moderate,"(36.585970000000003, -79.395020000000002)",4,West Raleigh,1.0
72156,52.5048844,13.33537,ZFyF_4PG5hG4ytYN+RcZ4Q,Police confirm lorry ramming incident in Berlin was likely terror-related - Update,2016-12-20 00:00:00,riskline_2,medium,"(52.504884400000002, 13.335370000000001)",9,Berlin,1.0
72167,44.50024,-90.00041,jrKEHIPG5hGbHtUN+RcZ4Q,Protesters disrupt Wisconsin presidential electors' Trump vote,2016-12-20 07:08:30,Geopolitical,moderate,"(44.500240000000005, -90.000410000000002)",4,Milwaukee,1.0
72185,44.26193,-88.41538,UgqbIYPG5hGYHgvRy13KCQ,"Icy conditions causing crashes, traffic delays",2016-12-20 07:08:38,Infrastructure,moderate,"(44.26193, -88.415379999999999)",4,Milwaukee,1.0
72189,44.00778,-86.75698,eIMNKYPG5hGhjQvRy13KCQ,"Arctic blast creates dangerous, deadly conditions across US",2016-12-20 07:08:51,Physical Threats,medium,"(44.007779999999997, -86.756979999999999)",9,Milwaukee,1.0
72251,35.0,33.0,zCJ9kIvG5hGJ5tUN+RcZ4Q,"Post-Brexit UK to stay as ‘close as possible’ to EU, Georgiades says",2016-12-20 08:09:00,Geopolitical,moderate,"(35.0, 33.0)",4,Mercin,1.0
72262,49.0,32.0,4Fys+orG5hG_sgvRy13KCQ,Former Separatist Leader Strelkov Is Looking for a Job,2016-12-20 08:04:49,Other,medium,"(49.0, 32.0)",9,Kryvyi Rih,1.0
72323,49.0,32.0,hijSF4vG5hGElAnRy13KCQ,"Five Ukrainian soldiers killed, six wounded, 10 injured and shell-shocked, - ATO spokesman",2016-12-20 08:05:38,Infrastructure,medium,"(49.0, 32.0)",9,Kryvyi Rih,1.0
72329,52.52437,13.41053,CIz5GYvG5hGS4AnRy13KCQ,"Berlin Christmas market: 9 dead, at least 50 injured in truck crash",2016-12-20 08:05:41,Infrastructure,moderate,"(52.524369999999998, 13.41053)",4,Berlin,1.0
72340,52.52437,13.41053,9PvwG4vG5hGXqQnRy13KCQ,"Berlin Christmas market: 9 dead, at least 50 injured in truck crash",2016-12-20 08:05:45,Infrastructure,moderate,"(52.524369999999998, 13.41053)",4,Berlin,1.0
72398,24.45618,54.36728,mBPia5PG5hGASNQN+RcZ4Q,German anti-refugee MP blames Angela Merkel for Berlin 'attack': 'It is her dead!',2016-12-20 09:05:15,Other,moderate,"(24.45618, 54.367280000000008)",4,Abu Dhabi,1.0
72402,55.642261,37.592397,5BNTI5fG5hGU7dQN+RcZ4Q,Russian diplomat shot dead at home in Moscow,2016-12-20 00:00:00,riskline_4,medium,"(55.642260999999998, 37.592396999999998)",9,Moscow,1.0
72414,31.11712,-97.7278,jq6dWYvG5hGcaAvRy13KCQ,All clear at Home Depot after employees report 'explosive sounds',2016-12-20 08:07:28,Physical Threats,moderate,"(31.11712, -97.727800000000002)",4,Austin,1.0
72481,52.52437,13.41053,unfy1pvG5hGeGwnRy13KCQ,Germany: A Winter Attack With Political Implications,2016-12-20 10:05:30,Physical Threats,moderate,"(52.524369999999998, 13.41053)",4,Berlin,1.0
72486,52.52437,13.41053,gBDZ4ZvG5hGMoQnRy13KCQ,"Berlin Truck Crash: 9 Dead, Many Injured In Christmas Market 'Attack'",2016-12-20 10:05:49,Infrastructure,moderate,"(52.524369999999998, 13.41053)",4,Berlin,1.0
72539,6.5779993,3.3211512,EryJeY7G5hG8pNYN+RcZ4Q,Arik Air employees begin indefinite strike,2016-12-20 00:00:00,riskline_7,medium,"(6.5779993000000001, 3.3211512000000001)",9,Ikeja,1.0
72555,47.3776988,8.5313529,As4vsJHG5hGbGAvRy13KCQ,Police confirm death of suspect in Zurich mosque shooting- Update,2016-12-20 00:00:00,riskline_4,moderate,"(47.377698799999997, 8.5313529000000017)",4,Zürich,1.0
72676,52.52437,13.41053,yEY7fZPG5hGFkdUN+RcZ4Q,"As it happened | Truck ploughs into crowded Christmas market in Berlin, nine dead",2016-12-20 09:05:44,Infrastructure,medium,"(52.524369999999998, 13.41053)",9,Berlin,1.0
72714,49.0,32.0,0kggoJPG5hGiVNUN+RcZ4Q,Reuters: Ukraine central bank says banks behaving normally after PrivatBank takeover,2016-12-20 09:06:43,Geopolitical,moderate,"(49.0, 32.0)",4,Kryvyi Rih,1.0
72792,7.1881,21.09375,wJZ60pPG5hG9PdUN+RcZ4Q,Ethiopian Airlines to start direct and non-stop services to Singapore,2016-12-20 09:08:07,Other,moderate,"(7.1881000000000004, 21.09375)",4,Bangui,1.0
72823,-29.0,30.0,ir317ZPG5hGWEgvRy13KCQ,South Africa: KwaZulu-Natal Acting Provincial Commissioner Condemns Attack On Police Officers in Kwadabeka,2016-12-20 09:08:53,Physical Threats,moderate,"(-29.0, 30.0)",4,Pietermaritzburg,1.0
72827,17.38405,78.45636,6L4D75PG5hGuXtUN+RcZ4Q,Yasin Bhatkal sentenced to death: All you need to know about the Indian Mujahideen co-founder,2016-12-20 09:08:55,Geopolitical,medium,"(17.384049999999998, 78.456360000000004)",9,Hyderabad,1.0
72858,31.5,34.75,bIfpvpvG5hGuAwvRy13KCQ,Israeli tanks fire into Gaza in response to alleged cross-border gunfire,2016-12-20 10:04:50,Geopolitical,moderate,"(31.5, 34.75)",4,Gaza,1.0
72892,37.98869,-84.47772,zi46sJvG5hGL3gjRy13KCQ,A 'Nightmare' Fire in KY Leaves More than 20 Horses Dead,2016-12-20 10:04:26,Natural Disaster,medium,"(37.988690000000005, -84.477719999999991)",9,Lexington-Fayette,1.0
72906,60.0,100.0,dCEcvZvG5hGm2NUN+RcZ4Q,"Stoltenberg says Russia, NATO ready to continue dialogue despite remaining differences",2016-12-20 10:04:47,Other,moderate,"(60.0, 100.0)",4,Krasnoyarsk,1.0
72925,52.52437,13.41053,Nt7CiJvG5hGezwjRy13KCQ,"Global leaders react to ‘attacks’ in Germany, Turkey",2016-12-20 10:03:19,Geopolitical,moderate,"(52.524369999999998, 13.41053)",4,Berlin,1.0
73016,31.5,34.75,sniYyZvG5hGr_9UN+RcZ4Q,Tunisia says drone expert killed by 'foreigners',2016-12-20 10:05:08,Other,moderate,"(31.5, 34.75)",4,Gaza,1.0
73022,31.5,34.75,MB_i05vG5hGyN9UN+RcZ4Q,Israel watches Syria warily,2016-12-20 10:05:25,Geopolitical,medium,"(31.5, 34.75)",9,Gaza,1.0
73024,31.5,34.75,wsex2JvG5hGUVdUN+RcZ4Q,Israel warily watches Syria,2016-12-20 10:05:33,Geopolitical,medium,"(31.5, 34.75)",9,Gaza,1.0
73061,45.0694,-91.27989,TAgr25vG5hGW2dYN+RcZ4Q,Lawyer argues 'disproportionate treatment' in cases,2016-12-20 10:05:38,Public Health,moderate,"(45.069400000000002, -91.279890000000009)",4,Minneapolis,1.0
73079,31.5,34.75,voEr9JvG5hGM8QnRy13KCQ,Tunisian MP: Constitution supports Palestinian resistance,2016-12-20 10:06:20,Geopolitical,medium,"(31.5, 34.75)",9,Gaza,1.0
73082,35.0,38.0,ZGxo+ZvG5hGZoAnRy13KCQ,China supports UN sending observers to Syria's Aleppo,2016-12-20 10:06:28,Geopolitical,moderate,"(35.0, 38.0)",4,Ḩamāh,1.0
73087,46.0,2.0,VFE_ApzG5hGt1QnRy13KCQ,"France: U.N. Aleppo resolution first step, calls on Syria and allies to implement it",2016-12-20 10:06:43,Geopolitical,extreme,"(46.0, 2.0)",25,Lyon,1.0
73092,4.77742,7.0134,iLkQDZzG5hG0TQnRy13KCQ,Rivers rerun: APC demands immediate removal of INEC REC,2016-12-20 10:07:01,Other,moderate,"(4.7774199999999993, 7.0133999999999999)",4,Port Harcourt,1.0
73137,52.52437,13.41053,JOnUKaTG5hGUTtQN+RcZ4Q,Possible attack in Berlin,2016-12-20 11:05:06,Other,moderate,"(52.524369999999998, 13.41053)",4,Berlin,1.0
73144,31.5,34.75,gl4hOpzG5hGyd9YN+RcZ4Q,French-Israeli businessman under house arrest in Israel over Guinea mining scandal,2016-12-20 10:08:17,Crime,moderate,"(31.5, 34.75)",4,Gaza,1.0
73168,47.36667,8.55,JP7TT5zG5hGVvArRy13KCQ,Swiss police: Several injured by gunman at Zurich mosque,2016-12-20 10:08:53,Physical Threats,moderate,"(47.366669999999999, 8.5500000000000007)",4,Zürich,1.0
73180,31.25044,-99.25061,EO0QYJzG5hGA4tYN+RcZ4Q,Texas 288 in Angleton reopened after crash blocked highway,2016-12-20 10:09:21,Infrastructure,moderate,"(31.250440000000001, -99.250609999999995)",4,Austin,1.0
73252,30.0,70.0,NAAGDqTG5hG1gtMN+RcZ4Q,Pakistan International Airlines goat slaughter mocked,2016-12-20 11:04:19,Other,moderate,"(30.0, 70.0)",4,Multān,1.0
73254,52.52437,13.41053,SGgOEaTG5hG8CtMN+RcZ4Q,9 Dead After Truck Crashes Into German Christmas Market,2016-12-20 11:04:24,Infrastructure,moderate,"(52.524369999999998, 13.41053)",4,Berlin,1.0
73262,31.76904,35.21633,eCjHRKTG5hGdntMN+RcZ4Q,"1 week on, Israel continues closure of Jerusalem villages",2016-12-20 11:05:51,Geopolitical,medium,"(31.769040000000004, 35.216329999999999)",9,Jerusalem,1.0
73295,41.22232,-73.0565,vMRZWaTG5hGwXdYN+RcZ4Q,Milford police investigate shots fired,2016-12-20 11:06:25,Physical Threats,moderate,"(41.222320000000003, -73.0565)",4,The Bronx,1.0
73320,52.52437,13.41053,eLJVGKTG5hGaKwvRy13KCQ,Chicago Increases Christkindlmarket Security After Berlin Attack,2016-12-20 11:04:36,Other,medium,"(52.524369999999998, 13.41053)",9,Berlin,1.0
73331,8.0,-66.0,LhPnR73G5hGEEgnRy13KCQ,Looting leaves stores in ruins in Venezuela's Ciudad Bolivar,2016-12-20 14:04:53,Other,medium,"(8.0, -66.0)",9,Ciudad Bolívar,1.0
73394,39.0,35.0,9tH9VKTG5hGPdwvRy13KCQ,Horrific footage captures Turkey 'car bomb' blast as bus explodes killing 14 soldiers and people flee for their lives,2016-12-20 11:06:18,Physical Threats,medium,"(39.0, 35.0)",9,Kayseri,1.0
73442,52.52437,13.41053,GioWdaTG5hGw6tQN+RcZ4Q,‘Terror has no borders’: Eyewitnesses of Berlin market carnage relay horrifying details to RT,2016-12-20 11:07:12,Other,moderate,"(52.524369999999998, 13.41053)",4,Berlin,1.0
73444,52.52437,13.41053,WKPseKTG5hGvTdQN+RcZ4Q,Suspect arrested in truck attack at German Christmas market; at least 9 dead,2016-12-20 11:07:18,Physical Threats,moderate,"(52.524369999999998, 13.41053)",4,Berlin,1.0
73446,35.0,38.0,TGEUfKTG5hG8v9QN+RcZ4Q,"On Syria's remote southern border, dozens of children are dying: 'Nobody is doing anything about it'",2016-12-20 11:07:23,Infrastructure,moderate,"(35.0, 38.0)",4,Ḩamāh,1.0
73449,10.31672,123.89071,9svFR6TG5hG5jdMN+RcZ4Q,Dengue cases dramatically high in 2016: PHO,2016-12-20 11:05:56,Physical Threats,moderate,"(10.31672, 123.89071000000001)",4,Cebu City,1.0
73459,39.91987,32.85427,enVPb6zG5hGIGtMN+RcZ4Q,Russian ambassador to Turkey wounded in Ankara gun attack,2016-12-20 12:04:18,Physical Threats,medium,"(39.919870000000003, 32.85427)",9,Ankara,1.0
73483,13.0,122.0,rFtsYKTG5hG+uNYN+RcZ4Q,DOH volunteers to be deployed for blood donation,2016-12-20 11:06:37,Other,moderate,"(13.0, 122.0)",4,Calamba,1.0
73485,13.0,122.0,fI3gYqTG5hG3adYN+RcZ4Q,Workers buck draft guidelines on ‘endo’,2016-12-20 11:06:41,Geopolitical,moderate,"(13.0, 122.0)",4,Calamba,1.0
73500,13.0,122.0,bgUoYaTG5hGCXQvRy13KCQ,PNP: Forgive us for killing,2016-12-20 11:06:38,Other,moderate,"(13.0, 122.0)",4,Calamba,1.0
73503,13.0,122.0,YJc4aKTG5hG_DgvRy13KCQ,"Government urged: Release higher combat pay for cops, soldiers",2016-12-20 11:06:50,Geopolitical,medium,"(13.0, 122.0)",9,Calamba,1.0
73511,41.22232,-73.0565,DPbKdaTG5hGN6gvRy13KCQ,Milford police investigate shots fired,2016-12-20 11:07:13,Physical Threats,moderate,"(41.222320000000003, -73.0565)",4,The Bronx,1.0
73516,2.11667,111.51667,7r_6gKTG5hG0oNQN+RcZ4Q,Sarikei Rotarians help 300 needy students,2016-12-20 11:07:32,Infrastructure,moderate,"(2.1166700000000001, 111.51666999999999)",4,Kuching,1.0
73531,52.52437,13.41053,gBRAgqTG5hGMcAvRy13KCQ,"Truck rams crowd in Berlin market, at least 9 dead",2016-12-20 11:07:34,Other,moderate,"(52.524369999999998, 13.41053)",4,Berlin,1.0
73538,40.87589,-81.40234,bnXujqTG5hGkzgvRy13KCQ,Update: Investigators collecting evidence in N. Canton fatal shooting,2016-12-20 11:07:55,Physical Threats,moderate,"(40.875890000000005, -81.402339999999995)",4,Cleveland,1.0
73541,42.63376,-75.03261,ts0ulaTG5hGSbQvRy13KCQ,"With two local deaths over weekend, officials urge extreme caution on ice",2016-12-20 11:08:06,Geopolitical,moderate,"(42.633759999999995, -75.032609999999991)",4,The Bronx,1.0
73543,52.52437,13.41053,LBwDmKTG5hGX1wvRy13KCQ,NYPD to beef up security at Christmas markets after fatal Berlin truck attack,2016-12-20 11:08:10,Physical Threats,moderate,"(52.524369999999998, 13.41053)",4,Berlin,1.0
73546,2.5,113.5,cpgdnaTG5hGnTgvRy13KCQ,80 ELCC children explore nature at Matang wildlife centre,2016-12-20 11:08:19,Other,moderate,"(2.5, 113.5)",4,Kuching,1.0
73554,60.0,100.0,ymPVqKTG5hGNGwvRy13KCQ,Russia supports UN Security Council resolution on Aleppo,2016-12-20 11:08:39,Geopolitical,moderate,"(60.0, 100.0)",4,Krasnoyarsk,1.0
73557,53.33028,-6.23056,coODtaTG5hGkUQvRy13KCQ,"Woman awarded over €55,000 after slipping in Ballsbridge hotel",2016-12-20 11:09:00,Infrastructure,moderate,"(53.330280000000002, -6.2305599999999997)",4,Dublin,1.0
73571,40.99788,-72.29258,UDCMqaTG5hGqvNQN+RcZ4Q,'Minor' Gas Leak on Sag Harbor's Main Street During Fire Cleanup Efforts,2016-12-20 11:08:40,Physical Threats,moderate,"(40.997880000000002, -72.292580000000001)",4,The Bronx,1.0
73586,34.39256,-100.89764,epoLcKzG5hGZXQnRy13KCQ,Russian Ambassador’s Killing Compared To Outbreak Of WW I,2016-12-20 12:04:19,Public Health,moderate,"(34.392559999999996, -100.89764)",4,Oklahoma City,1.0
73588,39.91987,32.85427,SGH7cqzG5hGK9AnRy13KCQ,Russian ambassador to Ankara wounded in gun attack,2016-12-20 12:04:24,Physical Threats,medium,"(39.919870000000003, 32.85427)",9,Ankara,1.0
73625,39.91987,32.85427,iJaZ6aTG5hGwu9YN+RcZ4Q,Reports: Russian Ambassador to Turkey Wounded in Shooting,2016-12-20 11:10:27,Physical Threats,medium,"(39.919870000000003, 32.85427)",9,Ankara,1.0
73630,39.91987,32.85427,zFm186TG5hG4lNYN+RcZ4Q,Russian ambassador to Turkey killed by gunman,2016-12-20 11:10:44,Geopolitical,medium,"(39.919870000000003, 32.85427)",9,Ankara,1.0
73633,39.91987,32.85427,CG60+aTG5hG+GdYN+RcZ4Q,"Russian ambassador to Turkey shot dead by police officer, Ankara mayor says",2016-12-20 11:10:54,Physical Threats,medium,"(39.919870000000003, 32.85427)",9,Ankara,1.0
73660,48.69096,9.14062,mtsXD6XG5hGF9dYN+RcZ4Q,State Department issues travel warning for Europe,2016-12-20 11:11:30,Public Health,moderate,"(48.690959999999997, 9.1406200000000002)",4,Stuttgart,1.0
73663,39.91987,32.85427,suN5FKXG5hGF9dYN+RcZ4Q,Russian ambassador to Turkey 'shot dead' by gunman in Ankara art gallery,2016-12-20 11:11:39,Geopolitical,medium,"(39.919870000000003, 32.85427)",9,Ankara,1.0
73686,34.39256,-100.89764,TJjhzqzG5hGesQjRy13KCQ,Putin informed about attack on Russian ambassador in Turkey,2016-12-20 12:06:58,Geopolitical,medium,"(34.392559999999996, -100.89764)",9,Oklahoma City,1.0
73695,39.0,35.0,DtxVoKzG5hGjMNYN+RcZ4Q,"Russian ambassador to Turkey, Andrei Karlov, dies after being shot in gun attack",2016-12-20 12:05:40,Physical Threats,medium,"(39.0, 35.0)",9,Kayseri,1.0
73700,39.76,-98.5,iOMGCa3G5hGvS9YN+RcZ4Q,"US, Mexico wildlife officials draft jaguar recovery plan",2016-12-20 12:08:36,Geopolitical,moderate,"(39.759999999999998, -98.5)",4,Wichita,1.0
73703,39.0,35.0,GjcNDq3G5hGKy9YN+RcZ4Q,"Russian ambassador gunned down in Ankara, seriously wounded - media",2016-12-20 12:08:44,Physical Threats,extreme,"(39.0, 35.0)",25,Kayseri,1.0
73711,-8.48619,115.249843,hELXM6fG5hGHPAvRy13KCQ,Police destroy homemade explosive device in tourist area of Bali,2016-12-20 00:00:00,riskline_2,medium,"(-8.4861899999999988, 115.249843)",9,Denpasar,1.0
73713,39.0,35.0,3B1gA63G5hGEOwvRy13KCQ,Russian ambassador shot dead: Latest updates after Andrei Karlov gunned down at art exhibition,2016-12-20 12:08:26,Geopolitical,medium,"(39.0, 35.0)",9,Kayseri,1.0
73716,39.0,35.0,pk5RCK3G5hGEOwvRy13KCQ,Russian ambassador dead live updates: Andrey Karlov assassinated at Ankara photo exhibit,2016-12-20 12:08:35,Geopolitical,medium,"(39.0, 35.0)",9,Kayseri,1.0
73736,51.5,-0.083333,rPPHFabG5hGe39QN+RcZ4Q,British Airways services normal despite strike on 25 and 26 December - Update,2016-12-25 00:00:00,riskline_7,low,"(51.5, -0.083333000000000004)",1,City of London,1.0
73786,49.0,32.0,znWrlqzG5hGXyAnRy13KCQ,Ukreximbank signs 260 million euro agreement with EIB,2016-12-20 12:05:24,Infrastructure,moderate,"(49.0, 32.0)",4,Kryvyi Rih,1.0
73817,34.39256,-100.89764,RCrF4LTG5hG3mNUN+RcZ4Q,Russian ambassador to Turkey Andrei Karlov fatally shot by gunman in Ankara,2016-12-20 13:04:44,Physical Threats,medium,"(34.392559999999996, -100.89764)",9,Oklahoma City,1.0
73838,39.0,35.0,ZAQToazG5hGUgwnRy13KCQ,Russian Ambassador To Turkey Killed At Art Gallery,2016-12-20 12:05:42,Geopolitical,medium,"(39.0, 35.0)",9,Kayseri,1.0
73842,34.39256,-100.89764,UDs1iazG5hGGUQnRy13KCQ,Russian ambassador to Turkey shot dead (WARNING: GRAPHIC),2016-12-20 12:05:02,Geopolitical,medium,"(34.392559999999996, -100.89764)",9,Oklahoma City,1.0
73843,43.0389,-87.90647,oLixiqzG5hGX3AnRy13KCQ,ATF still mum on suspect's death in Milwaukee,2016-12-20 12:05:04,Infrastructure,moderate,"(43.038899999999998, -87.906469999999999)",4,Milwaukee,1.0
73847,39.91987,32.85427,eh68kKzG5hGyzwnRy13KCQ,Further gunfire heard at gallery where Russian ambassador shot: CNN Turk,2016-12-20 12:05:14,Infrastructure,moderate,"(39.919870000000003, 32.85427)",4,Ankara,1.0
73854,39.91987,32.85427,HJTvlazG5hGKE9MN+RcZ4Q,Private NTV news channel reports Turkish police have fatally shot gunman who attacked Russian ambassador,2016-12-20 12:05:23,Geopolitical,moderate,"(39.919870000000003, 32.85427)",4,Ankara,1.0
73859,47.00016,8.01427,3jC_67TG5hGCatMN+RcZ4Q,Gunman on the loose after three people are injured in shooting at Islamic centre in Switzerland,2016-12-20 13:05:03,Physical Threats,moderate,"(47.000160000000001, 8.0142699999999998)",4,Zürich,1.0
73862,52.52437,13.41053,CAxC8LTG5hG5kdMN+RcZ4Q,"Truck runs into crowded Christmas market in Berlin, terror attack suspected",2016-12-20 13:05:10,Physical Threats,medium,"(52.524369999999998, 13.41053)",9,Berlin,1.0
73863,47.00016,8.01427,oHy_8bTG5hGmaNMN+RcZ4Q,Zurich shooting: Three people injured after gunman opens fire in Islamic centre,2016-12-20 13:05:13,Physical Threats,low,"(47.000160000000001, 8.0142699999999998)",1,Zürich,1.0
73866,39.0,35.0,pMJpl6zG5hGQ0NQN+RcZ4Q,"Russian ambassador to Turkey shot, gunman reportedly killed",2016-12-20 12:05:25,Physical Threats,medium,"(39.0, 35.0)",9,Kayseri,1.0
73875,40.16706,-74.49987,_jUpYbXG5hGmc9QN+RcZ4Q,Prosecutors won't use statement from suspect in bombing case,2016-12-20 13:08:20,Physical Threats,medium,"(40.167059999999999, -74.499870000000001)",9,Staten Island,1.0
73878,40.99788,-72.29258,Km5wZbXG5hGZV9QN+RcZ4Q,Sag Harbor Fire 'Not Arson': Demolition of Next Building Slated: Police Chief,2016-12-20 13:08:27,Natural Disaster,moderate,"(40.997880000000002, -72.292580000000001)",4,The Bronx,1.0
73879,39.0,35.0,QpzYZrXG5hGTEtQN+RcZ4Q,Russian ambassador to Turkey assassinated on live TV,2016-12-20 13:08:29,Geopolitical,moderate,"(39.0, 35.0)",4,Kayseri,1.0
73885,39.0,35.0,YG6EpqzG5hGVDwnRy13KCQ,"Russian ambassador to Turkey shot, injured in Ankara – Report",2016-12-20 12:05:51,Geopolitical,medium,"(39.0, 35.0)",9,Kayseri,1.0
73886,52.5048844,13.33537,2FLxHrHG5hGQSwnRy13KCQ,Berlin police warn Christmas market attacker still at large - Update,2016-12-20 00:00:00,riskline_2,medium,"(52.504884400000002, 13.335370000000001)",9,Berlin,1.0
73887,52.52437,13.41053,svZIgrTG5hGbMgnRy13KCQ,"Berlin Truck Crash: 9 Dead, Many Injured In Christmas Market 'Attack'",2016-12-20 13:02:06,Infrastructure,moderate,"(52.524369999999998, 13.41053)",4,Berlin,1.0
73889,52.52437,13.41053,WNpe57TG5hGPJgnRy13KCQ,"Berlin Terror Attack: 12 Killed, 48 Injured as Truck Ploughs into Christmas Market",2016-12-20 13:04:55,Physical Threats,moderate,"(52.524369999999998, 13.41053)",4,Berlin,1.0
73891,47.00016,8.01427,QM8A67TG5hG4fQnRy13KCQ,Three shot and injured near Islamic centre in Zurich,2016-12-20 13:05:02,Physical Threats,moderate,"(47.000160000000001, 8.0142699999999998)",4,Zürich,1.0
