,title,critical,predicted
4885,First Warning Traffic – Monday Traffic Alerts and Bridge Openings,1.0,0
4886,IRS Attack Dog Will Target US Bitcoiners… and Soon,1.0,1
4888,US President-elect Donald Trump’s generals Part 2: Michael Flynn’s war on Islamism,1.0,1
4893,"China smog brings halt at some cotton mills in Hebei, Shandong: Report",0.0,1
4896,Call centre staffer held for duping people,1.0,1
4900,"Russia, China Making Progress in Synchronization of GLONASS, BeiDou Systems",0.0,1
4907,"13 killed in auto bomb attack in Turkey's Kayseri city, dozens wounded",0.0,1
4910,1 South African Killed in Rebel Attack on UN Force in Congo,0.0,1
4919,"Who slaughtered civilians in Aleppo: US President says Assad, Russia and Iran",1.0,1
4921,eNCA | Electoral College set to anoint Trump president,1.0,1
4922,"What Is Happening In Aleppo? Russia, Iran, Turkey To Meet In Moscow To Discuss Syrian City",0.0,1
4925,Beijing sees U.S. drone as part of South China Sea spying efforts,1.0,1
4926,Beijing sees U.S. drone as part of South China Sea spying efforts,1.0,1
4927,10 evacuation buses leave besieged villages near Idlib,0.0,1
4928,Beijing sees U.S. drone as part of South China Sea spying efforts,1.0,1
4931,"Hyderabad twin bomb blast: Indian Mujahideen co-founder Yaseen Bhatkal, four others get death sentence",0.0,1
4933,"Dilsukhnagar twin blasts case: Yasin Bhatkal, 4 other IM terrorists sentenced to death by NIA court",0.0,1
4938,Hyderabad twin blasts: NIA court to decide on quantum of punishment today,0.0,1
4939,East Africa: EAC Secretariat Saves Shs10 Billion On Travel Expenses,0.0,1
4948,Nigeria: Beauty in Chaos - Seun O Puts Ladipo Market in the Spotlight,0.0,1
4954,Nigeria: 100 Political Parties May Contest in 2019 General Election,0.0,1
4959,"China 'will not exercise restraint' if 'unpresidented' Trump continues attack on Beijing, state-run ...",0.0,1
4964,Russian Il-18 aircraft with 39 people on board crash lands in Siberia,0.0,1
4966,Woman delays flight to help man with autism,0.0,1
4972,Malta Stock Exchange to extend hours by Q2,0.0,1
4975,Russian Warships Sets Off to Bay of Bengal to Participate in Indra Navy Drills,0.0,1
4985,Anti-Trump protests erupt in US ahead of electors’ convention,1.0,1
4991,"War Culture, Militarism and Racist Violence Under Trump",1.0,1
4995,Anti-Trump protesters gather as Electoral College votes,0.0,1
5001,Target Date Funds: Prudential Enters Price War,1.0,0
5002,South Africa: Motorist in Court After Killing Tourist,0.0,1
5003,"1,000 leave rebel Aleppo in new evacuation: Report",0.0,1
5004,India indicts Pakistan-based militants over Pathankot air base attack,0.0,1
5006,UNSC Agrees ‘Good Text’ for Resolution on Aleppo: Churkin,0.0,1
5007,"Militiamen attack prison in east Congo, sparking gun battle",0.0,1
5014,Kerry says war in Yemen should end in way protecting Saudi security,0.0,1
5016,eNCA |  Congo gunbattle as militiamen attack prison,0.0,1
5025,Amer Ali Khan submitted representations of Siasat,0.0,1
5026,: Deputy President William Ruto's arrogance is his greatest undoing,0.0,1
5031,China's cities choke on heavy smog with worse ahead,0.0,1
5034,Donald Trump Expected to Retain a Private Security Force As President,0.0,1
5039,Russia UN Envoy Says Security Council Agrees “Good Text” for Resolution on Aleppo,0.0,1
5042,Police confirm death of suspect in Zurich mosque shooting- Update,1.0,0
5043,Police manhunt continues for suspect in Zurich Islamic centre shooting - Update,1.0,0
5048,Deadly security raid near Karak ends - Update,0.0,1
5049,Security forces clash with gunmen during police operation near Karak,0.0,1
5050,Islamic State claims responsibility for attack in Karak - Update,0.0,1
5052,Police destroy homemade explosive device in tourist area of Bali,0.0,1
5053,Islamic State claims responsibility for lorry-ramming attack in Berlin - Update,1.0,0
5054,Authorities release Berlin lorry-ramming suspect - Update,1.0,0
5055,Berlin police warn Christmas market attacker still at large - Update,1.0,1
5056,Police confirm lorry ramming incident in Berlin was likely terror-related - Update,1.0,0
5057,Police raid abandoned airport-turned refugee shelter in Berlin following attack - Update,1.0,0
5059,Death toll rises from lorry ramming attack in Berlin - Update,1.0,1
5062,Graphic content: The moment Russian envoy to Turkey was shot,1.0,1
5063,China to release seized American drone 'relatively soon': US defence officials,0.0,1
5066,Turkey Russian ambassador killed by gunman in Ankara,0.0,1
5068,Russia's ambassador to Turkey killed in shooting - reports,1.0,1
5078,'Rogue One' Tops Global Box Office with $290 Million,1.0,0
5079,"Russia, Iran and Turkey foreign ministers to hold Aleppo talks on Tuesday: Turkish official",0.0,1
5080,US embassy in Ankara on lockdown over ‘security incident’ after gunman shoots dead Russia’s ambassador to Turkey,1.0,1
5081,West becomes spectator in post-ceasefire Syria,1.0,1
5084,Electoral College: State-by-state voting schedule,1.0,0
5085,Shooting near Zurich Islamic center. Three injured. Swiss neighborhood on lockdown,1.0,0
5086,A KKK member plotted to kill Muslims — with a homemade death ray,1.0,1
5087,Free movement principle faces new Swiss attack,1.0,0
5089,Opposition snubs Saenuri floor leader,1.0,0
5090,Constitutional reform takes center stage,1.0,0
5091,Russia says Ankara envoy killed in 'terrorist' act,1.0,0
5095,"Turkey foreign minister says 12,000 evacuated so far from Syria's Aleppo",0.0,1
5097,The Pre-emptive Anti-Trump Coup ـ,0.0,1
5098,"Some 12,000 Civilians Evacuated From Aleppo - Turkish FM Cavusoglu",0.0,1
5100,Duterte under fire for planned daily executions,0.0,1
5101,Aleppo evacuation resumes amid fragile truce,0.0,1
5103,"Planned Russian High-Speed Railway to Link European, Chinese Systems",0.0,1
5104,Terror Suspected in Attack on German Christmas Market in Berlin,1.0,1
5106,American Airlines flight forced to emergency land after e-cigarette sparks fire,0.0,1
5109,At Least 48 Dead in Russia After Drinking Scented Bath Lotion,0.0,1
5111,"Nine dead, up to 50 wounded as car plows into Berlin Christmas market",1.0,1
5113,At least 9 killed after truck ploughs into Berlin Christmas market; suspect arrested,1.0,1
5114,"Truck plows into crowded Christmas market; deaths, injuries reported",1.0,1
5122,Protesters disrupt Wisconsin presidential electors' Trump vote,0.0,1
5126,"Breaking News – Berlin Terror Attack: At Least Nine Dead, 50 Injured As Truck Ploughs Into Crowd at Christmas Market",1.0,1
5127,"Truck plows into Berlin market in suspected attack, 9 killed",1.0,1
5129,"Berlin Christmas market: 9 dead, at least 50 injured in truck crash",1.0,0
5130,"Berlin Christmas market: 9 dead, at least 50 injured in truck crash",1.0,0
5131,Driver Killed When Postal Truck Flips on Danville Highway Spilling Packages,0.0,1
5135,"As it happened | Truck ploughs into crowded Christmas market in Berlin, nine dead",1.0,1
5140,"Global leaders react to ‘attacks’ in Germany, Turkey",1.0,1
5143,Israeli tanks fire into Gaza in response to alleged cross-border gunfire,0.0,1
5145,Israel watches Syria warily,0.0,1
5146,Germany: A Winter Attack With Political Implications,1.0,1
5147,Israel warily watches Syria,0.0,1
5149,"Berlin Truck Crash: 9 Dead, Many Injured In Christmas Market 'Attack'",1.0,1
5151,China supports UN sending observers to Syria's Aleppo,0.0,1
5152,"France: U.N. Aleppo resolution first step, calls on Syria and allies to implement it",0.0,1
5155,Swiss police: Several injured by gunman at Zurich mosque,1.0,0
5158,9 Dead After Truck Crashes Into German Christmas Market,1.0,0
5159,Chicago Increases Christkindlmarket Security After Berlin Attack,1.0,1
5160,Possible attack in Berlin,1.0,1
5163,Horrific footage captures Turkey 'car bomb' blast as bus explodes killing 14 soldiers and people flee for their lives,0.0,1
5169,‘Terror has no borders’: Eyewitnesses of Berlin market carnage relay horrifying details to RT,1.0,1
5171,Suspect arrested in truck attack at German Christmas market; at least 9 dead,1.0,0
5172,"On Syria's remote southern border, dozens of children are dying: 'Nobody is doing anything about it'",0.0,1
5173,Sarikei Rotarians help 300 needy students,0.0,1
5174,"Truck rams crowd in Berlin market, at least 9 dead",1.0,1
5176,"With two local deaths over weekend, officials urge extreme caution on ice",0.0,1
5177,NYPD to beef up security at Christmas markets after fatal Berlin truck attack,1.0,0
5179,Russia supports UN Security Council resolution on Aleppo,0.0,1
5181,"Woman awarded over €55,000 after slipping in Ballsbridge hotel",0.0,1
5182,Reports: Russian Ambassador to Turkey Wounded in Shooting,1.0,1
5183,Russian ambassador to Turkey killed by gunman,1.0,1
5184,"Russian ambassador to Turkey shot dead by police officer, Ankara mayor says",1.0,1
5185,State Department issues travel warning for Europe,0.0,1
5186,Russian ambassador to Turkey 'shot dead' by gunman in Ankara art gallery,1.0,1
5187,Russian ambassador to Turkey wounded in Ankara gun attack,1.0,1
5188,Russian Ambassador’s Killing Compared To Outbreak Of WW I,0.0,1
5189,Russian ambassador to Ankara wounded in gun attack,1.0,1
5190,Russian ambassador to Turkey shot dead (WARNING: GRAPHIC),0.0,1
5192,Further gunfire heard at gallery where Russian ambassador shot: CNN Turk,1.0,1
5193,Private NTV news channel reports Turkish police have fatally shot gunman who attacked Russian ambassador,1.0,1
5195,"Russian ambassador to Turkey shot, gunman reportedly killed",0.0,1
5196,"Russian ambassador to Turkey, Andrei Karlov, dies after being shot in gun attack",0.0,1
5197,Russian Ambassador To Turkey Killed At Art Gallery,0.0,1
5198,"Russian ambassador to Turkey shot, injured in Ankara – Report",0.0,1
5201,Russian ambassador to Turkey assassinated,0.0,1
5202,"eNCA | Russia's ambassador to Turkey shot, badly wounded",1.0,1
5203,BREAKING:Russian Ambassador Andrei Karlov Wounded In Gun Attack In Turkey,0.0,1
5204,The Latest: Report: Gunman in Russian ambassador attack dead,0.0,1
5206,Gunman shoots Russian ambassador to Turkey Andrei Karlov during Ankara exhibition,1.0,1
5207,Russian Ambassador Shot Dead in Turkey as Syria War Roils Region,0.0,1
5208,Russian ambassador to Ankara wounded in gun attack,1.0,1
5211,"Wall Street Journal: Russian ambassador gunned down in Ankara, seriously wounded",1.0,1
5212,Putin informed about attack on Russian ambassador in Turkey,0.0,1
5213,Russian ambassador killed in Ankara by gunman shouting ‘Allahu Akbar’,1.0,1
5214,"Russia's Ambassador To Turkey Shot And Killed In Ankara, Russian Official Says",0.0,1
5215,China chokes under heavy smog with worse ahead,0.0,1
5216,Russian ambassador to Ankara wounded in gun attack,1.0,1
5217,"Russian ambassador gunned down in Ankara, seriously wounded – media| Reuters",0.0,1
5218,Russian envoy in Ankara wounded in attack,1.0,1
5220,U.N. Security Council calls for Aleppo evacuation monitoring| Reuters,0.0,1
5221,Russia demands Turkey takes measures to offer urgent medical aid to Russian ambassador,0.0,1
5222,Gunman kills Russian ambassador to Turkey during Ankara exhibition,1.0,1
5223,UPDATED: Russian ambassador to Turkey shot in gun attack in Ankara,1.0,1
5224,Russian ambassador to Turkey wounded after attack at photo exhibition,0.0,1
5225,Russian ambassador to Turkey wounded after attack,1.0,1
5226,Russian ambassador to Ankara succumbs to his wounds: Media reports,1.0,1
5227,Gunman opens fire on Russian ambassador to Turkey,1.0,1
5228,Gunman kills Russian ambassador to Turkey at photo exhibit,0.0,1
5229,Who is Andrey Karlov? Russian ambassador to Turkey SHOT DEAD in Ankara,1.0,1
5230,"Evoking Syria, policeman kills Russian ambassador to Turkey",0.0,1
5231,Russian ambassador shot dead: Latest updates after Andrei Karlov gunned down at art exhibition,0.0,1
5232,Russian ambassador dead live updates: Andrey Karlov assassinated at Ankara photo exhibit,0.0,1
5233,"US, Mexico wildlife officials draft jaguar recovery plan",1.0,0
5234,"Russian ambassador gunned down in Ankara, seriously wounded - media",0.0,1
5235,Turkey: Russian envoy Andrey Karlov wounded in gun attack in Ankara,0.0,1
5236,EXCLUSIVE: Iran to get first Airbus jet within weeks under sanctions pact| Reuters,1.0,0
5237,Turkish official links Russian envoy killer to exiled cleric,1.0,1
5238,"Berlin Truck Crash: 9 Dead, Many Injured In Christmas Market 'Attack'",1.0,1
5239,"Truck ploughs through market in Germany; at least nine killed, 50 injured",1.0,0
5240,"Three wounded in shooting at Zurich Islamic center, media reports",1.0,1
5241,Live: Scenes in Ankara following fatal shooting of Russian ambassador to Turkey,1.0,1
5242,Russia says ambassador to Ankara dies after gun attack,1.0,1
5244,Russian ambassador to Turkey Andrei Karlov fatally shot by gunman in Ankara,0.0,1
5245,"Berlin Terror Attack: 12 Killed, 48 Injured as Truck Ploughs into Christmas Market",1.0,1
5246,Three shot and injured near Islamic centre in Zurich,1.0,0
5247,Gunman on the loose after three people are injured in shooting at Islamic centre in Switzerland,1.0,0
5248,Turkish police cordon off Ankara gallery after Russian ambassador killed – video report,1.0,1
5249,"Truck runs into crowded Christmas market in Berlin, terror attack suspected",1.0,1
5250,"12 killed, at least 50 hurt in Berlin Xmas market attack: police",1.0,1
5251,Zurich shooting: Three people injured after gunman opens fire in Islamic centre,1.0,0
5252,Three people hurt in shooting at Zurich Islamic center: paper,1.0,0
5253,Assassination in Turkey: what we know so far,1.0,1
5254,Ankara Mayor Melih Gökçek says gunman in fatal shooting of Russian ambassador was Turkish ...,1.0,1
5256,Updated-Syria condemns the terrorist attack that claimed the life of Russian Ambassador in Ankara,1.0,1
5258,Russian ambassador shooting: Video shows aftermath,1.0,0
5260,Russian ambassador Karlov fatally wounded in Ankara attack: Official,1.0,1
5262,Gunman was 'off-duty police officer' - say Turkish security sources,0.0,1
5263,"Truck rams German Christmas market, killing at least 9",1.0,0
5264,BREAKING NEWS: US Embassy 'security incident' after Russian ambassador shooting in Ankara,1.0,1
5265,United Nations condemns killing of Russian ambassador to Turkey,0.0,1
5266,Russian ambassador’s murder in Ankara to be addressed with UN Security,1.0,1
5267,Live: Chaos in Ankara at the Scene of Russian Ambassador's Murder,1.0,1
5270,Russian ambassador shot dead in Ankara| Reuters,1.0,1
5271,Berlin Christmas market death toll rises to 12 amid terror fears,1.0,0
5272,NYPD steps up security at Christmas markets across NYC following Berlin truck incident,1.0,0
5274,Russian ambassador assassinated at Turkish art gallery,1.0,1
5276,Berlin 'train kicker' prompts calls for more video surveillance,1.0,0
5277,"Invoking Syria, policeman kills Russian ambassador to Turkey",0.0,1
5278,"At least 12 dead, 48 injured after truck plows into Berlin Christmas market in apparent terror attack",1.0,1
5279,Russian ambassador to Turkey dies after shooting in Ankara,1.0,1
5280,"Berlin Market Attack: 12 Dead, 50 Injured After Truck Rams Into Crowd",1.0,1
5281,"Berlin Truck Crash: 9 Dead, Many Injured In Christmas Market 'Attack'",1.0,1
5282,Gunman who killed Russian ambassador in Turkey was a police officer,0.0,1
5290,State to have cyber squads in all districts,0.0,1
5291,Russian ambassador to Turkey assassinated on live TV,0.0,1
5292,Berlin attack: Suspect a refugee from Pakistan?,1.0,0
5293,Iran-Turkey-Russia Trilateral to Be Held in Moscow despite Assault on Russian Envoy,1.0,1
